Q,A
"사장님, 사장님. 저 사람이에요. 김산호. 아, 봐도봐도 괜찮은데 대체 왜 헤어졌나 몰라. 그냥 잘 돼서 시집가으면 좋았을 텐데. 안 그래요, 사장님?",자. 집까지는 택시타고 가. 나 영자씨좀 보고 갈게.
자. 집까지는 택시타고 가. 나 영자씨좀 보고 갈게.,"예, 알았습니다. 들어가세요."
다녀오겠습니다.,병화야. 두 시간 안에 끊어. 계속 처진다.
병화야. 두 시간 안에 끊어. 계속 처진다.,네.
네.,야. 근데 그거 뭐냐? 눈병이냐?
야. 근데 그거 뭐냐? 눈병이냐?,아뇨.
아뇨.,그래. 알았어. 수고해.
"아니, 왜 그러세요?","우리 남편이 회사 잘렸으니 대출금 어떡할 거녜. 평생 다닌 직정서 잘린 와이프한테 위로는 못해줄 망정 어떻게 이럴 수가 있어, 응? 이게 무슨 남편이니? 나 이런 사람이랑 계속 살아야 돼?"
"우리 남편이 회사 잘렸으니 대출금 어떡할 거녜. 평생 다닌 직정서 잘린 와이프한테 위로는 못해줄 망정 어떻게 이럴 수가 있어, 응? 이게 무슨 남편이니? 나 이런 사람이랑 계속 살아야 돼?","아, 진정하세요. 에이, 아, 진짜 이럴 때 위로는 못해줄 망정 그렇게 말하면 속상하죠. 남편분이 너무하긴 너무하셨네요. 저기, 이걸로 눈물 좀 닦으세..아니, 왜, 왜 그러세요? "
"아, 진정하세요. 에이, 아, 진짜 이럴 때 위로는 못해줄 망정 그렇게 말하면 속상하죠. 남편분이 너무하긴 너무하셨네요. 저기, 이걸로 눈물 좀 닦으세..아니, 왜, 왜 그러세요? ",제부 진짜 웃기는 사람이네?
제부 진짜 웃기는 사람이네?,네?
네?,"제부가 뭔데 우리 남편이 너무하네 마네 평가질이야? 그러는 제부는 남편역할 제대로 하고 살아, 어?"
"제부가 뭔데 우리 남편이 너무하네 마네 평가질이야? 그러는 제부는 남편역할 제대로 하고 살아, 어?","아니, 전 그게 아니라"
"아니, 전 그게 아니라",내 놔.
내 놔.,뭐를요?
뭐를요?,아까 내가 준 대전 찜질방 쿠폰 내놓으라고.
아까 내가 준 대전 찜질방 쿠폰 내놓으라고.,"아, 네."
"아, 네.","빨리, 빨리, 빨리 줘. 빨리 줘."
"빨리, 빨리, 빨리 줘. 빨리 줘.","처가에서 구박받고 산다고 해서 불쌍한 마음에 이렇게 챙겨줬더니만 이제보니 왜 구박받고 사는 지 알겠네, 응? 장모님이 너무하다 싶었는데, 이제보니 장모님이 부처님이 따로 없어, 부처님이. 어? 얼마나 관세음보살을 외치셨을까, 관세음보살. 아우, 정말."
영자씨 표정이 안 좋네. 뭐 안 좋은 일 있어?,"예? 아, 아니요. 그냥 좀 피곤해서요. 아, 다 왔네요. 여기 세워주세요."
"예? 아, 아니요. 그냥 좀 피곤해서요. 아, 다 왔네요. 여기 세워주세요.",어.
어.,데려다 줘서 고마워요. 가볼게요.
데려다 줘서 고마워요. 가볼게요.,"아, 잠깐만요, 영자씨. 아, 그게. 라부장한테 들었어. 김산호랑 한 건물에 있다며. 아까 우연히 봤어. 라부장이 알려주더라고. 김산호라고."
"아, 잠깐만요, 영자씨. 아, 그게. 라부장한테 들었어. 김산호랑 한 건물에 있다며. 아까 우연히 봤어. 라부장이 알려주더라고. 김산호라고.",예?
예?,"근데 두 사람 연락하고 지냈던 거야? 아, 미안. 아까 라부장 물건 대신 가지러 갔다가 카톡 봤어. 그 사람은 영자씨한테 미련있는 것 같던데."
"근데 두 사람 연락하고 지냈던 거야? 아, 미안. 아까 라부장 물건 대신 가지러 갔다가 카톡 봤어. 그 사람은 영자씨한테 미련있는 것 같던데.",저는 맘정리한지 오래됐어요. 신경 안 써요.
저는 맘정리한지 오래됐어요. 신경 안 써요.,"아, 그래? 아, 내가 괜한 걸 물었나보네."
"아, 그래? 아, 내가 괜한 걸 물었나보네.",가볼게요.
가볼게요.,"어, 그래. 조심히 가."
"어때, 아직도 내 키스가 노가리같아?",그럼 오빠. 내 키스가 아직도 닭똥집 같냐?
그럼 오빠. 내 키스가 아직도 닭똥집 같냐?,"아, 무슨 이런 닭똥집이면 내가 매일같이 사먹고 싶다."
"아, 무슨 이런 닭똥집이면 내가 매일같이 사먹고 싶다.","어, 오빠. 오빠. 나 쉽게 보면 안 된다? 나 술먹고 이렇게 남자 집에 온 거 처음이야. 나 원래 이런 애 아니라고."
"어, 오빠. 오빠. 나 쉽게 보면 안 된다? 나 술먹고 이렇게 남자 집에 온 거 처음이야. 나 원래 이런 애 아니라고.","아, 나도 아니야. 나도 이 집에 여자 데리고 온 거 처음이라고."
"아, 나도 아니야. 나도 이 집에 여자 데리고 온 거 처음이라고.","어, 오빠, 오빠, 오빠. 오빠. 우리 기분도 좋은데 한잔 콜?"
"어, 오빠, 오빠, 오빠. 오빠. 우리 기분도 좋은데 한잔 콜?","아, 한잔 콜은 좀 이따가 하고 한번 더 콜."
"아, 한잔 콜은 좀 이따가 하고 한번 더 콜.","아, 목말라. 술 있댔지? 술을 찾아라 술."
"아, 목말라. 술 있댔지? 술을 찾아라 술.",넌 이 와중에도 한잔 콜이냐?
몇시냐?,여섯시. 나 좀 잘게.
엄마. 나 간다.,그 많은 돈까지 내고 가서 뭐하게?
뭐야? 지금 나 덮치려 그랬지?,"야, 덮치긴 뭘 덮쳐? 나 그냥 넘어진 거거든? 야, 근데, 이게 대체 어떻게 된 일이냐? 어? 네가 여기 왜 있는 건데?"
"야, 덮치긴 뭘 덮쳐? 나 그냥 넘어진 거거든? 야, 근데, 이게 대체 어떻게 된 일이냐? 어? 네가 여기 왜 있는 건데?","기억 안 나? 오빠가 술 한잔 더 하고 가라고 끌고 왔잖아. 나 끌어들였잖아, 여기!"
지순씨? 영애씨? 덥다 지순씨 결혼 축하해,아 근데 결혼식은 제가 하는데 라과장님이 이렇게 힘을 주고 오셨어요?
아 근데 결혼식은 제가 하는데 라과장님이 이렇게 힘을 주고 오셨어요?,왜냐구? 내 사회적 지위가 달라졌거든
왜냐구? 내 사회적 지위가 달라졌거든,사회적 지위가 달라져요? 무슨
사회적 지위가 달라져요? 무슨,나 이제 상무야 영애씨는 사장이구
나 이제 상무야 영애씨는 사장이구,네?
네?,우리 창업했어요
우리 창업했어요,정말요?
정말요?,자세한 얘기는 나중에 따로하고 이따 봐요
자세한 얘기는 나중에 따로하고 이따 봐요,예 예 들어가세요
예 예 들어가세요,자기는 왜 이렇게 노말하게 입고 왔어 내 모자라도 빌려줘?
자기는 왜 이렇게 노말하게 입고 왔어 내 모자라도 빌려줘?,됐어요
두식아,오셨어요?
오셨어요?,잘 지냈어?
잘 지냈어?,네
네,네가 왜 축의금을 걷고 있니?
네가 왜 축의금을 걷고 있니?,정대리님이 부탁하셔서
정대리님이 부탁하셔서,지가 언제부터 상사를 그렇게 깍듯이 모셨다고
지가 언제부터 상사를 그렇게 깍듯이 모셨다고,왜 그러세요
왜 그러세요,우리 내쫓고 디자인팀 일인자 되더니 얼굴 아주 활짝 폈다? 아주 신나 죽겠나보지?
우리 내쫓고 디자인팀 일인자 되더니 얼굴 아주 활짝 폈다? 아주 신나 죽겠나보지?,아니에요 요즘 진짜 힘들어요 혼자 작업 다한다고 맨날 밤새고 두분 내쫓았다고 정대리님은 또 저 얼마나 미워하시는데요 저 진짜 낙원사 다니기 싫어요 하루하루가 아주 지옥 같다구요
아니에요 요즘 진짜 힘들어요 혼자 작업 다한다고 맨날 밤새고 두분 내쫓았다고 정대리님은 또 저 얼마나 미워하시는데요 저 진짜 낙원사 다니기 싫어요 하루하루가 아주 지옥 같다구요,아 지루해 누가 네 하소연 듣고 싶댔니? 어디서 징징거려 확 그냥
아 지루해 누가 네 하소연 듣고 싶댔니? 어디서 징징거려 확 그냥,그만하세요 축의금이나 내고 가요 자 수고하고 나중에 봐 기운내고
"선호야, 너도 나가서 춤 좀 춰봐.",저는 춤 잘 못 추는데.
저는 춤 잘 못 추는데.,왜! 한 번 춰봐!
그놈의 정이 뭔지 같이 살땐 짜증나는 일도 많았는데 막상 정대리님 나간다니깐 마음이 섭섭하네요,아이 그럼 임마 저 1년 넘게 그 몸 부대끼며 살았는데 오죽하겄냐 그런거지
아이 그럼 임마 저 1년 넘게 그 몸 부대끼며 살았는데 오죽하겄냐 그런거지,아유 아유 거 저 짐 다 챙겼으면 와서 앉어
아유 아유 거 저 짐 다 챙겼으면 와서 앉어,아유 아 뭐 삼겹살 구워 드시게요? 그냥 간단히 밥 한 끼 먹으면 되는데
아유 아 뭐 삼겹살 구워 드시게요? 그냥 간단히 밥 한 끼 먹으면 되는데,아이 그래도 저 오늘부로 동거동락 마 쫑내는 날인데 아 섭하게 고기가 빠지면 스겄냐 스잘 저 부르스타 갖고와
아이 그래도 저 오늘부로 동거동락 마 쫑내는 날인데 아 섭하게 고기가 빠지면 스겄냐 스잘 저 부르스타 갖고와,네 부르스타 어? 어 어딨지 저기 안 보이는데
네 부르스타 어? 어 어딨지 저기 안 보이는데,아이 뭐 어 어디 짱박혔겠지 아 그냥 가스렌지에 구워먹죠
아이 뭐 어 어디 짱박혔겠지 아 그냥 가스렌지에 구워먹죠,아이 가스렌지에 구워서 여기 갖고 오면 번거롭지 아유 어디 있을텐데
아이 가스렌지에 구워서 여기 갖고 오면 번거롭지 아유 어디 있을텐데,잠깐 과장님 여기 
잠깐 과장님 여기 ,왜?
왜?,여기 여기 여기 여기요 
여기 여기 여기 여기요 ,아 이게 왜 거기서 나와?
아 이게 왜 거기서 나와?,잘 안 쓰는거 같애서 제가 가져가서 쓸려고 
잘 안 쓰는거 같애서 제가 가져가서 쓸려고 ,아 그래 저 이거만 구워먹고 가져가
고기 안 잘라 오셨네요 가위가 어딨지,야 스잘 잠깐만
여깄다,응? 가위까지 챙기셨어요? 
응? 가위까지 챙기셨어요? ,니가 잘 안쓰니까 그렇지 
니가 잘 안쓰니까 그렇지 ,아이 그거 얼마나 한다고 사다 쓰면 될걸
아이 그거 얼마나 한다고 사다 쓰면 될걸,죄송해요
죄송해요,아유 됐다 됐어 
아유 됐다 됐어 ,아 어디가시게?
아 어디가시게?,보면 몰라 임마 화장실 가잖아
보면 몰라 임마 화장실 가잖아,아이 저 큰일 보실거면 잠깐 잠깐만요 아 이거 이거 가져 가져가세
아이 저 큰일 보실거면 잠깐 잠깐만요 아 이거 이거 가져 가져가세,아니 화장실 휴지까지 챙기신거예요? 어쩜 은혜 갚은 수기 이러실수 있어요?
아니 화장실 휴지까지 챙기신거예요? 어쩜 은혜 갚은 수기 이러실수 있어요?,먹고 떨어져라 임마 
영애야,니가 여긴 어떻게
니가 여긴 어떻게,실은 우리 회사도 이 건물이야
실은 우리 회사도 이 건물이야,뭐?
뭐?,개업 축하한다 이영애 디자인
개업 축하한다 이영애 디자인,어떻게 알았냐?
어떻게 알았냐?,그냥 오며 가며
그냥 오며 가며,설마 그 그림 니가 보낸거야?
설마 그 그림 니가 보낸거야?,"어? 어 축하해주고 싶었어 어떻게든, 나보면 응당 불편해할 것 같아서 선물만 전했는데, 결국 이렇게 만났네. 같은 건물에서 지낸다 생각하니까 반갑더라"
"어? 어 축하해주고 싶었어 어떻게든, 나보면 응당 불편해할 것 같아서 선물만 전했는데, 결국 이렇게 만났네. 같은 건물에서 지낸다 생각하니까 반갑더라",뭐? 우리가 반가워할 사이는 아닌 것 같은데
뭐? 우리가 반가워할 사이는 아닌 것 같은데,"왜, 나는 너 한번쯤 보고싶었는데"
"왜, 나는 너 한번쯤 보고싶었는데",뭐?
뭐?,"보고싶었어, 난 너"
왜 저는 안주세요?,뭐?
뭐?,만두요 아니 인원수에 딱 맞게 3개 나온건데 2개 가져가시면 저는 뭐 먹어요?
만두요 아니 인원수에 딱 맞게 3개 나온건데 2개 가져가시면 저는 뭐 먹어요?,미안 만두보니 눈이 뒤집혀서 왜? 한우때문에 자기한테 한우 사주느라 돈을 다 써서 이런 만두를 못 사 먹거든
미안 만두보니 눈이 뒤집혀서 왜? 한우때문에 자기한테 한우 사주느라 돈을 다 써서 이런 만두를 못 사 먹거든,아 진짜 씨
아 진짜 씨,뭐야? 그 태도?
뭐야? 그 태도?,짜증나서요 왜? 한우때문에 대체 그놈의 한우 얘기를 언제까지 하실거에요?
짜증나서요 왜? 한우때문에 대체 그놈의 한우 얘기를 언제까지 하실거에요?,뭐? 그놈의 한우? 지금 말 다했어?
뭐? 그놈의 한우? 지금 말 다했어?,아 먹다말고 왜 또 그래?
아 먹다말고 왜 또 그래?,아유 그만들 좀 해
아유 그만들 좀 해,아니 이 인간 하는 짓이 웃기잖아요 받을 땐 입이 찢어져라 좋아하더니 이제 와서 뭐? 그놈의 한우? 하 이렇게 은혜도 모르는 인간한테 17만원짜리 한우를 사다 받쳤으니 내놔 내놓으라고 
아니 이 인간 하는 짓이 웃기잖아요 받을 땐 입이 찢어져라 좋아하더니 이제 와서 뭐? 그놈의 한우? 하 이렇게 은혜도 모르는 인간한테 17만원짜리 한우를 사다 받쳤으니 내놔 내놓으라고 ,아 왜들이려 뭘 내놓라는거여?
아 왜들이려 뭘 내놓라는거여?,저 그게 정대리님 집들이 때 라부장님이 선물하신 한우요
저 그게 정대리님 집들이 때 라부장님이 선물하신 한우요,잉 나만 쏙 빼놓고 헌 집들이서 받은 그 한우? 근데 그걸 왜 내놓으라는 거여?
잉 나만 쏙 빼놓고 헌 집들이서 받은 그 한우? 근데 그걸 왜 내놓으라는 거여?,아니 제가 그 비싼 한우를 선물했는데 이깟 돼지고기 든 만두 하나 더 먹는다고 난리잖아요 
아니 제가 그 비싼 한우를 선물했는데 이깟 돼지고기 든 만두 하나 더 먹는다고 난리잖아요 ,그렸어? 나만 쏙 빼놓고 헌 집들이서 한우까지 받아놓고 그렇게 치사하게 군거여? 이런 모사를 놈 나만 쏙 빼놓고 집들이 할 때부터 알아봤당께 
그렸어? 나만 쏙 빼놓고 헌 집들이서 한우까지 받아놓고 그렇게 치사하게 군거여? 이런 모사를 놈 나만 쏙 빼놓고 집들이 할 때부터 알아봤당께 ,그러게말이에요 한우 괜히 사줬어요
똑바로해,사장님 아 제가 누차 말씀드리지만 집들이때는 어쩌다보니까 빠지신거지 제가 일부러 그런건 절대 아니거든
사장님 아 제가 누차 말씀드리지만 집들이때는 어쩌다보니까 빠지신거지 제가 일부러 그런건 절대 아니거든,그래 알았어 알겄고 니가 처 묵은거나 계산혀
그래 알았어 알겄고 니가 처 묵은거나 계산혀,에?
에?,아 나도 어찌다본께 1인분만 쏙 빼놓고 계산을 해버렸드라고 잉? 나도 일부러 그런건 아니여? 잉 
다들 우리 두사람 회사 창업했단 얘기는 들었죠?,뭐여 또 뭐 자랑질이라도 할라그려?
뭐여 또 뭐 자랑질이라도 할라그려?,그게 아니라 저희 회사이름 공모하려구요 누구랑은 다르게 우리 사장님은 통이 크셔서 아이디어 채택된 사람한테는 30만원 쏘신답니다 그쵸 사장님?
그게 아니라 저희 회사이름 공모하려구요 누구랑은 다르게 우리 사장님은 통이 크셔서 아이디어 채택된 사람한테는 30만원 쏘신답니다 그쵸 사장님?,예 제가 쏘겠습니다
예 제가 쏘겠습니다,30만원? 돈 준다는데 응모들 해봐
30만원? 돈 준다는데 응모들 해봐,"라이기획 어때요? 라과장님의 라, 이과장님의 이 성씨따서 라이기획"
"라이기획 어때요? 라과장님의 라, 이과장님의 이 성씨따서 라이기획",그 라이기획 보다는 말이여 한글자 추가해갖고 또라이기획 어뗘? 야매 일에 쌈질에 도적질까지 두사람 또라이 맞잖여 응? 안 그려 들? 왜 마음에 안들어? 그라믄 똥싸개와 미친개는 어뗘? 그러믄 콩치기와 박치기 콩치기 박치기 콩치기 박치기 괜찮은디?
그 라이기획 보다는 말이여 한글자 추가해갖고 또라이기획 어뗘? 야매 일에 쌈질에 도적질까지 두사람 또라이 맞잖여 응? 안 그려 들? 왜 마음에 안들어? 그라믄 똥싸개와 미친개는 어뗘? 그러믄 콩치기와 박치기 콩치기 박치기 콩치기 박치기 괜찮은디?,저 인간을 진짜
저 인간을 진짜,참으세요 사장님
참으세요 사장님,이과장님 회사이름 이영애 기획 어때요?
이과장님 회사이름 이영애 기획 어때요?,뭐? 너 왜 내 이름은 빼? 난 없는 사람이니? 이게 끝까지 사람 무시하네
뭐? 너 왜 내 이름은 빼? 난 없는 사람이니? 이게 끝까지 사람 무시하네,아 그게 아니라 이과장님이 사장님이라고 하셔서
아 그게 아니라 이과장님이 사장님이라고 하셔서,거 이름 짓지말고 그냥 있어보든가 금방 폐업 신고 할지도 모릉께
병따개가 없네 저 여기요,됐어요
"야, 근데 선호야. 너 진짜 춤 잘 춘다.",그래요? 저거 보고 대충 따라 춘건데.
